Generate by https://products.aspose.app/ocr/table-ocr
                                                    TABLE 1
                                         OBSERVED PARAMETERS OF
   PSR       R. A.          Dec.         DM              P             pP       Epoch  ơw    ƠR    Ås  Note
            (J2000)  +     (J2000)  +  (cm"3pc) +       (s)      +  (10-12  +   (MJD)  (ms) (ms)
 B1508+55  15:09:25.724   9  +55:31:33.01   8    19.63    3  0.739681265668    6   3.0078   3  48383.0   0.50   0.79   -1.6
 B1540-06  15:43:30.161  14  -06:20:45.2    6    18.48    3  0.709063990668   10   0.8834   5  48383.0   0.90   1.20   -1.7
 B1541+09  15:43:38.84    2  +09:29:16.1    7    35.16    7  0.748448403647   14   0.4327   9  48382.0   3.75   3.88   -1.3
 B1552-23  15:55:33.16    5  -23:41:11      3    51.97    6  0.532577650368    7   0.6922   4  48382.0   1.50   1.67   -1.6
 B1552-31  15:55:17.966   7  -31:34:19.6    3    73.066  15  0.518109771780    2   0.06218  12  48382.0   0.77   0.78   -2.3
 B1604-00  16:07:12.094   4  -00:32:40.90  19    10.73    2  0.4218162718266  19   0.30610  11  48419.0   0.53   0.53  <-2.3
 B1620-09  16:23:17.70    3  -09:08:48.1   14    68.15    9  1.27644574527    3   2.5798   17  48382.0   2.05   2.07  <-1.7
 B1649-23  16:52:58.43   13  -24:04:03     16    68.31   14  1.70373903957    5   3.162    3  48382.0   3.37   3.39  <-1.6
 B1700-32  17:03:22.540  14  -32:41:47.4   12   110.30    8  1.211785002035   19   0.6597   10  48381.0   2.14   2.15  <-1.8
 B1702-19  17:05:36.108   6  -19:06:38.5    7   22.920  14  0.2989872836669  10   4.13828   6  48331.0   0.39   0.40   -2.3
 B1706-16  17:09:26.458   7  -16:40:57.6    6    24.91    3  0.653054718982    7   6.3088   4  48367.0   0.42   0.73   -1.5
 B1717-29  17:20:34.13    2  -29:33:17      3    42.63   11  0.620448269870   15   0.7456   7  48381.0   2.43   2.43  <-1.6
 B1718-32  17:22:02.955   4  -32:07:44.9    3   126.035   19  0.4771574338858  18   0.64714  11  48381.0   0.45   0.49   -2.2
 B1719-37  17:22:59.17    4  -37:12:03.7    6    99.50    4  0.236173191636    4  10.8545    3  48381.0   0.36   2.08   -1.7
 B1730-22  17:33:26.42    6  -22:28:36     16    41.19    9  0.871682831914   17   0.0421   9  48417.0   2.04   2.04  <-1.7
 B1732-07  17:35:04.972   3  -07:24:52.38  19    73.54    2  0.4193348081160  17   1.21496  9  48381.0   0.47   0.48   -2.3
 B1738-08  17:41:22.54    3  -08:40:32.7   16    74.93   15  2.04308240001    6   2.274    4  48417.0   3.70   3.70  <-1.5
 B1742-30  17:45:56.299   2  -30:40:23.6    3    88.387  11  0.3674273631090  16  10.66487  10  48381.0   0.23   0.47   -1.8
 B1800-21  18:03:51.35    0  -21:37:07.2    0    233.9      0.1336076403   2 134.229  3 48700.0  0.93 1.09  -1.6 ţ
 B1813-26  18:16:35.45    3  -26:49:58      4   128.03   12  0.592885128398   14   0.0665   7  48382.0   2.70   2.70  <-1.7
 B1819-22  18:22:58.97   15  -22:56:49     54   121.14   15  1.87426847638    5   1.353    3  48382.0   3.19   3.20  <-1.6
 B1820-31  18:23:46.783   2  -31:06:49.74  20    50.253  13  0.284053912446    3   2.92294  18  48382.0   0.24   1.35   -1.3
 B1822-09  18:25:30.596   6  -09:35:22.8    4    19.46    4  0.768979397911   12  32.3636   7  48381.0   0.86   1.75   -1.2
 B1829-08  18:32:37.014   9  -08:27:03.4    5   300.81   10  0.647287745864    7  63.8877   6  48541.0   1.08   1.08  <-1.7
 B1834-08  18:37:14.88   18  -06:53:02      7    316.1   16  1.9058086507      4  0.72     5   48650.0 15.31  15.37  <-0.2
 B1839+56  18:40:44.59    5  +56:40:55.6    4    26.54   17  1.65286180946    5   1.495    3  48381.0   3.12   3.15  <-1.5
 B1857-26  19:00:47.578  11  -26:00:43.8   11    38.06    3  0.612209195437   3   0.20419  16  48381.0   0.66   0.66  <-2.3
 B1859+03  19:01:31.783   4  +03:31:06.25  10   401.25    2  0.655ąą9230ğĀ    3   7.481    2  48464.0  0.30   4.70   -0.6
 B1859+07  19:01:38.951  15  +07:16:34.7    4   252.81   16  0.643998410916   13   2.3375  13  48591.0  1.86   1.92   -1.1
 B1907+10  19:09:48.695   3  +11:02:03.29   7   149.9     3  0.283640003888    4   2.6361   2  48382.0  0.36   1.63   -1.7
 B1914+09  19:16:32.337   5  +09:51:26.10  12   60.92    5  0.2702541068864  14   2.51844   7  48381.0  0.66   0.68   -2.1
 B1914+13  19:16:58.699   8  +13:12:49.7    3   236.858  18  0.281842034269    3   3.6559   3  48382.0  0.43   2.06   -1.5
 B1915+13  19:17:39.784   2  +13:53:57.06   9   94.494   8  0.1946301238710   9   7.19809   6  48382.0  0.15   0.55   -2.9
 B1919+21  19:21:44.820   9  +21:53:02.54  16   12.45    4  1.337302088331   15   1.3477   7  48382.0  0.92   0.94   -2.1
 B1929+10  19:32:13.900   2  +10:59:31.99   7    3.13    3  0.226517820862   2   1.15661  12  48381.0  0.11   0.84   -1.5
 B1929+20  19:32:08.030   3  +20:20:46.30   6   211.007  17  0.268216854361    3   4.21630  18  48381.0  0.34   1.14   -1.5
 B1930+22  19:32:22.68    4  +22:20:56.6   12   219.05    4  0.144455311469   16  37.5318   9  48382.0  0.94  13.07   -0.3
 B1935+25  19:37:01.268   5  +25:44:13.73   7   53.24    3  0.2009801308966   8   0.64289   5  48415.0  0.63  0.63  <-2.3  
 B1937-26  19:41:00.411   8  -26:02:05.9    5    50.039  19  0.4028577689443  14   0.95604   7  48382.0  0.39   0.40  <-2.5
 B1943-29  19:46:51.72    3  -29:13:46.7   15    44.19   11  0.959447886144   19   1.4885   9  48383.0  1.67   1.74   -1.7
 B1944+17  19:46:53.053   9  +18:05:41.33  19    16.11    5  0.440618476059    4   0.0244   2  48381.0  1.37   1.37  (-1.9
 B1952+29  19:54:22.557   9  +29:23:17.23  14    8.05    6  0.426676786488    3   0.00164  19  48415.0  0.99  0.99  <-2.0
 B2000+32  20:02:04.40    3  +32:17:18.1    3   142.03   13  0.69675085073   14 105.206    8  48381.0  2.80  19.33   -0.1
 B2002+31  20:04:52.292  12  +31:37:09.95  17   234.72    5  2.11125608290    2  74.5411   14  48380.0  1.39   1.44   -1.7
 B2003-08  20:06:16.31    5  -08:07:02      2    32.1     3  0.58087133152    3   0.0452  15  48383.0  4.74  4.80  <-1.4
 B2021+51  20:22:49.867   6  +51:54:50.31   5    22.5     5  0.529197379220    2   3.06554  11  48382.0  0.43  0.46   -2.0
 B2022+50  20:23:41.942   5  +50:37:34.81   4    32.97    3  0.3726187682316  11   2.51198  11  48591.0  0.37  0.37  <-2.2
 B2106+44  21:08:20.478  10  +44:41:48.79  10   139.88    3  0.414870534238    3   0.08619  15  48382.0  1.14   1.14  <-2.1
 B2111+46  21:13:24.295  14  +46:44:08.68  11   141.9     5  1.014684902209   12   0.7115   6  48382.0  1.03   1.08   -1.7
 B2148+52  21:50:37.742   7  +52:47:49.67   5   148.94    2  0.3322045268581  13  10.10608   8  48382.0  0.64   0.65  <-2.5
 B2154+40  21:57:01.821  13  +40:17:45.88  14   70.61    6  1.525265368687   17   3.4257   9  48382.0  1.46   1.46  <-2.0
 B2217+47  22:19:48.136   4  +47:54:53.83   4   43.516  17  0.5384692479485  19   2.76503   9  48382.0  0.31   0.31  <-2.5
 B2224+65  22:25:52.36    2  +65:35:33.78  12   36.16    5  0.682537459727    5   9.6552   3  48382.0  1.31   1.33   -2.0
 B2255+58  22:57:57.711   4  +59:09:14.95   3   151.071  12  0.368245626351    3   5.75370  16  48419.0  0.31   1.04   -1.5
 B2319+60  23:21:55.19    4  +60:24:30.7    3    94.78   11  2.25648786737    4   7.037    2  48383.0  2.84   2.85  (-1.1
 B2324+60  23:26:58.704   5  +61:13:36.50   3   122.688  19  0.2336519310508   3   0.35263   3  48416.0  0.36   0.36  <-2.6  
 B2334+61  23:37:05.80    4  +61:51:01.6    2   58.38    9  0.49527878465    3 191.8103  19  48419.0  2.03   8.13   -0.6
 B2351+61  23:54:04.710  17  +61:55:46.78  12    94.34    6  0.944782448983   9  16.2641   4  48382.0  0.82   0.84   -2.0
